partition,prior_role,upstream_index,item_id,source_group_id,staff_spacing_px,estimator_id,staff_sequence_count,representative_page
validation,fresh-holdout,107,smb-test-000107,scarlatti_l240k369,11.099078,region-deskew-horizontal-morphology-v1,10,True
validation,fresh-holdout,309,smb-test-000309,weber_erk033,18.044017,region-deskew-horizontal-morphology-v1,3,True
test,fresh-holdout,390,smb-test-000390,beethoven_sonata01_4,8.998957,region-deskew-horizontal-morphology-v1,10,False
test,fresh-holdout,391,smb-test-000391,beethoven_sonata01_4,8.951267,region-deskew-horizontal-morphology-v1,9,True
test,fresh-holdout,392,smb-test-000392,beethoven_sonata01_4,9.000000,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,393,smb-test-000393,beethoven_sonata01_4,9.000000,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,394,smb-test-000394,beethoven_sonata01_4,8.990228,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,395,smb-test-000395,beethoven_sonata01_4,8.986616,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,396,smb-test-000396,beethoven_sonata01_4,9.007430,region-deskew-horizontal-morphology-v1,11,False
test,fresh-holdout,669,smb-test-000669,beethoven_sonata03_1,9.059793,region-deskew-horizontal-morphology-v1,11,False
test,fresh-holdout,671,smb-test-000671,beethoven_sonata03_1,9.056040,region-deskew-horizontal-morphology-v1,11,False
test,fresh-holdout,672,smb-test-000672,beethoven_sonata03_1,9.043905,region-deskew-horizontal-morphology-v1,7,False
test,fresh-holdout,673,smb-test-000673,beethoven_sonata03_1,9.089255,region-deskew-horizontal-morphology-v1,2,True
test,fresh-holdout,655,smb-test-000655,beethoven_sonata31_1,8.862894,region-deskew-horizontal-morphology-v1,10,True
test,fresh-holdout,656,smb-test-000656,beethoven_sonata31_1,8.933952,region-deskew-horizontal-morphology-v1,11,False
test,fresh-holdout,657,smb-test-000657,beethoven_sonata31_1,8.914354,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,659,smb-test-000659,beethoven_sonata31_1,8.908636,region-deskew-horizontal-morphology-v1,10,False
test,fresh-holdout,599,smb-test-000599,chopin_mazurka07_4,9.354718,region-deskew-horizontal-morphology-v1,10,True
test,fresh-holdout,600,smb-test-000600,chopin_mazurka07_4,9.415786,region-deskew-horizontal-morphology-v1,10,False
test,fresh-holdout,521,smb-test-000521,chopin_mazurka17_2,9.622642,region-deskew-horizontal-morphology-v1,12,True
test,fresh-holdout,522,smb-test-000522,chopin_mazurka17_2,9.301398,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,192,smb-test-000192,chopin_mazurka67_2,9.284090,region-deskew-horizontal-morphology-v1,10,True
test,fresh-holdout,193,smb-test-000193,chopin_mazurka67_2,9.468451,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,1,smb-test-000001,haydn_sonata15_1,10.336136,region-deskew-horizontal-morphology-v1,11,True
test,fresh-holdout,22,smb-test-000022,joplin_mapleleaf,19.822114,region-deskew-horizontal-morphology-v1,2,True
test,fresh-holdout,24,smb-test-000024,joplin_mapleleaf,19.739703,region-deskew-horizontal-morphology-v1,8,False
test,fresh-holdout,451,smb-test-000451,joplin_newrag,20.490497,region-deskew-horizontal-morphology-v1,10,True
test,fresh-holdout,452,smb-test-000452,joplin_newrag,20.236469,region-deskew-horizontal-morphology-v1,2,False
test,fresh-holdout,267,smb-test-000267,joplin_pleasant,20.782222,region-deskew-horizontal-morphology-v1,3,True
test,fresh-holdout,268,smb-test-000268,joplin_pleasant,20.752309,region-deskew-horizontal-morphology-v1,8,False
test,fresh-holdout,269,smb-test-000269,joplin_pleasant,20.756683,region-deskew-horizontal-morphology-v1,7,False
test,fresh-holdout,270,smb-test-000270,joplin_pleasant,20.883503,region-deskew-horizontal-morphology-v1,2,False
test,fresh-holdout,85,smb-test-000085,joplin_reflection,17.149048,region-deskew-horizontal-morphology-v1,4,True
test,fresh-holdout,605,smb-test-000605,joplin_roseleaf,19.486257,region-deskew-horizontal-morphology-v1,6,True
test,fresh-holdout,607,smb-test-000607,joplin_roseleaf,19.746367,region-deskew-horizontal-morphology-v1,5,False
test,fresh-holdout,608,smb-test-000608,joplin_roseleaf,19.495165,region-deskew-horizontal-morphology-v1,6,False
test,fresh-holdout,565,smb-test-000565,mozart_sonata06_3j,9.969738,region-deskew-horizontal-morphology-v1,3,True
test,fresh-holdout,397,smb-test-000397,mozart_sonata06_3l,9.917901,region-deskew-horizontal-morphology-v1,3,True
test,fresh-holdout,398,smb-test-000398,mozart_sonata06_3l,9.812823,region-deskew-horizontal-morphology-v1,8,False
test,fresh-holdout,578,smb-test-000578,mozart_sonata15_3,10.442148,region-deskew-horizontal-morphology-v1,8,True
test,fresh-holdout,546,smb-test-000546,mozart_sonate_in_b_-_kv_281,6.578608,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,547,smb-test-000547,mozart_sonate_in_b_-_kv_281,6.674426,region-deskew-horizontal-morphology-v1,4,False
test,fresh-holdout,548,smb-test-000548,mozart_sonate_in_b_-_kv_281,6.751521,region-deskew-horizontal-morphology-v1,7,True
test,fresh-holdout,549,smb-test-000549,mozart_sonate_in_b_-_kv_281,6.652375,region-deskew-horizontal-morphology-v1,6,False
test,fresh-holdout,225,smb-test-000225,mozart_sonate_in_c_-_kv_545,6.600917,region-deskew-horizontal-morphology-v1,3,False
test,fresh-holdout,226,smb-test-000226,mozart_sonate_in_c_-_kv_545,6.532793,region-deskew-horizontal-morphology-v1,8,True
test,fresh-holdout,227,smb-test-000227,mozart_sonate_in_c_-_kv_545,6.500000,region-deskew-horizontal-morphology-v1,6,False
test,fresh-holdout,228,smb-test-000228,mozart_sonate_in_c_-_kv_545,6.684940,region-deskew-horizontal-morphology-v1,11,False
test,fresh-holdout,543,smb-test-000543,scarlatti_l166k085,10.219033,region-deskew-horizontal-morphology-v1,10,False
test,fresh-holdout,544,smb-test-000544,scarlatti_l166k085,10.264403,region-deskew-horizontal-morphology-v1,12,True
test,fresh-holdout,545,smb-test-000545,scarlatti_l166k085,10.227127,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,552,smb-test-000552,scarlatti_l339k512,10.178162,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,553,smb-test-000553,scarlatti_l339k512,10.104238,region-deskew-horizontal-morphology-v1,12,False
test,fresh-holdout,554,smb-test-000554,scarlatti_l339k512,10.188496,region-deskew-horizontal-morphology-v1,10,False
test,fresh-holdout,555,smb-test-000555,scarlatti_l339k512,10.104297,region-deskew-horizontal-morphology-v1,11,True
test,fresh-holdout,76,smb-test-000076,sousa_venus_transit,17.414507,region-deskew-horizontal-morphology-v1,10,True
test,fresh-holdout,77,smb-test-000077,sousa_venus_transit,17.836108,region-deskew-horizontal-morphology-v1,6,False
